aon,total_mou,total_data_usage,segment,churn
414,2902.9,18.71,1,0
560,9390.57,8105.39,3,0
737,9275.22,0.0,1,0
2534,3180.6299999999987,0.0,2,0
1926,5751.49,155.74,2,0
1990,2910.7200000000003,5079.77,2,0
3651,20478.8,3600.43,2,0
181,2070.94,0.0,1,0
315,2483.91,0.0,1,0
2376,7522.81,0.0,2,0
2043,195.81,3281.79,2,0
232,3645.1300000000015,0.0,1,0
1322,18221.36,0.0,0,0
1664,4491.160000000002,0.0,1,0
1391,7519.8600000000015,0.0,1,0
482,6363.25,0.0,1,0
715,5002.5700000000015,0.0,1,0
457,5980.609999999998,0.0,1,0
1430,11624.9,0.0,1,0
679,1332.8100000000002,0.0,1,0
375,38.30999999999999,386.53,1,0
1669,3538.379999999999,0.0,1,0
1558,6677.63,546.24,1,0
630,6274.919999999997,0.0,1,0
2406,6297.649999999999,0.0,2,0
556,17540.130000000012,0.0,0,0
1246,6443.530000000001,0.0,1,0
490,5838.659999999999,0.0,1,0
3107,6675.939999999999,0.0,2,0
723,27593.65,0.0,0,0
235,21185.01,2281.8300000000004,0,0
1379,4204.030000000001,0.0,1,0
3107,1803.23,0.0,2,0
369,10267.739999999998,8.0,1,0
1053,19395.29,5844.619999999999,0,0
493,21651.810000000005,2.0,0,0
641,5270.299999999999,0.0,1,0
2238,2843.620000000001,0.0,2,0
401,7968.409999999997,254.15,1,0
1508,2838.34,0.0,1,0
1135,1197.33,1311.37,1,0
2429,23933.92,1474.37,0,0
1482,32437.310000000005,15683.88,3,0
375,1577.4799999999998,477.46,1,0
1435,4620.109999999999,847.1500000000001,1,0
236,18483.439999999995,0.0,0,0
495,287.91,8637.54,3,0
492,2779.2800000000007,0.0,1,0
419,5861.769999999999,128.33,1,0
1347,5418.209999999999,1.0,1,0
323,13725.950000000004,19.25,1,0
3311,2239.2700000000004,0.0,2,0
209,1225.1100000000006,3.61,1,0
227,5530.240000000001,0.0,1,0
314,2779.000000000001,124.02,1,0
1756,10813.55,0.0,2,0
2502,4366.250000000001,4494.13,2,0
964,2738.1,0.0,1,0
1564,1192.1300000000006,4413.82,1,0
634,8534.199999999999,860.21,1,0
260,4593.869999999997,0.0,1,0
341,29158.54000000001,1545.7799999999995,0,0
659,10529.099999999997,0.0,1,0
1882,13293.680000000004,3500.8100000000004,2,0
818,2715.28,0.0,1,0
423,2375.83,0.0,1,0
550,46723.39000000001,0.0,0,0
440,1261.16,2536.66,1,0
3651,5558.17,7903.950000000001,3,0
317,2051.98,0.0,1,0
426,1225.1400000000003,0.0,1,0
959,2886.149999999999,0.0,1,0
1693,18893.370000000003,49.47,0,0
223,25465.400000000005,5788.52,0,0
1187,5789.0300000000025,0.0,1,0
3115,971.18,0.0,2,0
2329,1808.17,0.0,2,0
313,2235.689999999999,0.0,1,0
506,4492.469999999999,0.0,1,0
923,4753.470000000002,0.0,1,0
531,18366.570000000007,0.0,0,0
3507,2881.93,0.0,2,0
1316,8947.369999999997,3.0,1,0
1158,21640.410000000003,2364.5400000000004,0,0
3267,1231.59,1.96,2,0
559,3082.38,0.0,1,0
2535,4875.96,0.0,2,0
206,1629.3300000000004,324.71,1,0
1847,1715.3499999999997,0.0,2,0
378,18400.67,0.0,0,0
1868,1818.35,0.0,2,0
759,3750.38,28155.15,3,0
1617,17519.649999999998,0.0,0,0
263,3406.86,0.0,1,0
470,9084.649999999998,1729.74,1,0
1195,4314.29,0.0,1,0
2727,6243.1900000000005,18567.19,3,0
191,2790.63,13613.64,3,0
2801,9645.76,0.0,2,0
727,43.73999999999999,9978.3,3,0
1431,7090.199999999998,0.0,1,0
2155,16486.550000000003,421.6000000000001,2,0
634,364.77,0.0,1,0
353,28448.460000000003,2.0,0,0
352,24219.28000000001,0.0,0,0
940,2676.67,0.08,1,0
791,7302.4299999999985,6568.530000000001,3,0
283,5571.779999999997,0.0,1,0
1218,11028.47,116.41,1,0
1942,12626.099999999997,0.0,2,0
1322,19182.8,0.0,0,0
288,2437.71,0.0,1,0
1122,1475.9200000000003,1.74,1,0
1640,20811.38000000001,2.0,0,0
432,1829.35,0.0,1,0
884,5767.55,483.75,1,0
788,3019.51,32.35,1,0
1178,20748.38,0.0,0,0
1803,5607.06,0.0,2,0
1049,9316.77,2.26,1,0
2223,6012.240000000002,0.0,2,0
346,3790.319999999999,0.0,1,0
1263,5411.309999999998,2488.2000000000003,1,0
2597,4079.14,0.0,2,0
636,9786.750000000002,102.41,1,0
534,6611.7,0.0,1,0
781,4334.030000000001,0.0,1,0
1405,9978.31,0.0,1,0
2324,2691.5000000000005,0.0,2,0
232,10768.469999999998,1778.82,1,0
1018,15108.490000000002,153.92,0,0
2925,23594.84999999999,14388.15,3,0
1965,1751.7800000000009,5804.91,2,0
959,4255.78,544.71,1,0
523,5523.73,0.0,1,0
2390,2862.55,0.0,2,0
398,1014.19,928.11,1,0
2341,11690.029999999995,0.0,2,0
202,15939.089999999997,0.0,0,0
228,10711.78,0.0,1,0
190,401.15,0.0,1,0
1139,9143.15,0.0,1,0
2404,6973.169999999999,0.0,2,0
334,3835.49,0.0,1,0
380,4350.42,0.0,1,0
1149,7224.729999999999,0.0,1,0
910,32611.660000000007,0.0,0,0
283,7501.939999999999,0.0,1,0
486,7690.259999999998,794.72,1,0
3105,13862.249999999996,0.0,2,0
485,2846.05,1.0,1,0
740,0.0,0.0,1,1
920,3659.229999999999,38.42,1,0
2426,9990.069999999996,6643.29,3,0
261,4472.130000000001,0.0,1,0
955,14305.779999999995,176.83,1,0
1218,3048.3200000000006,1581.09,1,0
214,759.92,3345.34,1,0
752,3007.44,0.0,1,0
2407,9384.580000000002,0.0,2,0
2515,1533.61,498.83,2,0
650,5776.320000000001,0.0,1,0
930,10211.569999999998,0.0,1,0
470,1230.4900000000002,185.64,1,0
1784,6279.850000000001,7.29,2,0
1728,2413.42,857.78,2,0
654,10107.700000000004,0.0,1,0
401,6247.629999999998,0.0,1,0
261,1593.18,40.78,1,0
947,698.9799999999999,9912.569999999998,3,0
194,855.03,1689.66,1,0
1673,4301.2,0.0,1,0
365,2194.0399999999995,0.0,1,0
1304,2061.3300000000004,0.0,1,0
412,10521.4,2647.08,1,0
3287,4553.679999999999,0.0,2,0
339,3989.55,0.0,1,0
2720,26845.389999999992,0.0,0,0
697,10891.249999999998,0.0,1,0
201,6556.879999999999,0.0,1,0
594,5768.62,0.0,1,0
3049,1450.9,0.0,2,0
339,10799.94,1.0,1,0
1101,5380.929999999999,8689.95,3,0
1221,12723.189999999997,5709.67,3,0
658,27.800000000000004,776.26,1,0
1992,2661.78,0.0,2,0
1730,3948.84,0.0,2,0
737,24939.93000000001,102.37,0,0
351,4990.2300000000005,2067.1400000000003,1,0
550,4718.0,0.0,1,0
433,3033.5600000000004,548.2,1,0
854,1804.38,0.0,1,0
1489,4115.720000000001,2677.62,1,0
360,18797.900000000005,9430.749999999998,3,0
332,30216.660000000007,2326.9,0,0
2997,4090.879999999999,4.07,2,0
1946,10703.380000000005,0.0,2,0
1264,5914.249999999999,88.81,1,0
317,15027.839999999997,13315.42,3,0
3199,7931.209999999996,0.0,2,0
1483,5578.19,2079.74,1,0
904,16018.85999999999,0.0,0,0
403,1850.25,1919.89,1,0
1112,2445.03,0.0,1,0
457,1285.81,0.0,1,0
328,5696.209999999999,0.0,1,0
1461,953.8,0.0,1,0
201,13049.21,0.0,1,0
3164,0.0,0.0,2,1
3086,7132.44,0.0,2,0
559,3182.130000000001,1.0,1,0
1442,12300.469999999998,385.68,1,0
620,876.11,1029.27,1,0
259,5042.779999999998,0.0,1,0
262,3527.6900000000014,0.0,1,0
1555,1192.3800000000006,63.09,1,0
536,5867.399999999999,0.0,1,0
1193,18543.84,0.0,0,0
678,11211.949999999995,0.0,1,0
2392,8091.889999999999,1339.3100000000002,2,0
302,20136.65,0.0,0,0
2967,1975.1300000000003,11.09,2,0
799,665.5200000000001,3966.29,1,0
2056,5758.759999999999,0.0,2,0
1168,7056.969999999999,0.0,1,0
2914,1914.8,1.92,2,0
314,911.51,330.18,1,0
373,29542.69,5582.06,0,0
715,964.95,5950.13,3,0
814,6102.500000000001,160.62,1,0
3086,8617.84,0.0,2,0
2322,2016.9700000000007,0.0,2,0
296,741.4300000000001,2918.71,1,0
718,37233.72999999999,321.71000000000004,0,0
964,3643.9300000000007,0.0,1,0
832,1480.41,0.0,1,0
1153,749.3099999999998,0.0,1,0
747,8039.749999999997,0.0,1,0
809,9.41,287.32,1,0
453,34.38,1.25,1,0
223,2082.96,341.74,1,0
1160,16285.59,0.0,0,0
990,5148.579999999998,1504.0299999999995,1,0
600,7653.83,0.0,1,0
1020,7634.530000000001,0.0,1,0
659,23808.68,7.74,0,0
3028,8746.789999999997,0.0,2,0
492,12781.750000000002,8.0,1,0
1776,14433.279999999995,0.0,2,0
920,25788.18,128.01999999999998,0,0
702,19885.11,0.0,0,0
522,2312.71,3076.93,1,0
249,1748.08,0.0,1,0
2406,2146.5399999999995,0.0,2,0
207,3744.69,876.27,1,0
2849,5719.4800000000005,0.0,2,0
2860,7656.030000000001,0.0,2,0
3203,2382.2899999999995,1.16,2,0
207,15390.979999999994,12.34,1,0
454,3248.26,1041.12,1,0
1187,3930.220000000001,4466.68,1,0
1079,5704.47,0.0,1,0
2016,459.8199999999999,630.8399999999999,2,0
248,1124.0400000000004,2.75,1,0
489,7334.559999999999,0.0,1,0
645,12445.499999999996,0.0,1,0
1473,6601.939999999998,0.0,1,0
278,4143.839999999999,4200.23,1,0
446,4511.309999999998,0.0,1,0
2272,5462.1,420.0,2,0
469,11009.14,2150.05,1,0
889,489.21000000000015,1052.74,1,0
1943,3252.26,5.76,2,0
1178,11736.430000000002,0.0,1,0
2372,5529.23,0.0,2,0
529,7663.61,0.0,1,0
2372,5212.860000000001,0.0,2,0
1617,13733.52,4.0,2,0
961,6723.58,4.1,1,0
291,920.0599999999996,1215.16,1,0
1014,8698.180000000004,88.25,1,0
1425,9318.490000000002,18.08,1,0
2671,2763.610000000001,0.0,2,0
1490,4750.510000000001,5366.679999999999,1,0
701,2405.779999999999,2681.46,1,0
3269,12354.089999999998,6596.05,2,0
2369,6493.339999999998,0.0,2,0
514,5546.690000000001,0.0,1,0
601,2070.9800000000005,2545.4300000000003,1,0
1526,4151.54,0.0,1,0
1666,38735.77,4.51,0,0
196,1661.34,0.0,1,0
441,18879.040000000008,357.61,0,0
2712,4197.650000000001,0.0,2,0
755,6467.719999999999,0.0,1,0
495,16558.55,1917.9,0,0
933,13529.69,2414.46,1,0
730,7556.839999999999,62.13,1,0
300,1523.7900000000004,0.0,1,0
370,1461.229999999999,0.0,1,0
555,9119.06,3352.65,1,0
632,17668.469999999998,1614.1199999999997,0,0
3422,6948.19,0.0,2,0
704,7419.379999999998,0.0,1,0
268,20298.34000000001,0.0,0,0
832,1092.39,0.0,1,0
288,12050.189999999997,0.0,1,0
1992,773.9099999999997,0.0,2,0
670,2135.47,3206.98,1,0
445,5651.2300000000005,2.0,1,0
349,5000.760000000001,1.0,1,0
3225,748.8899999999999,0.0,2,0
1410,683.8100000000001,2090.46,1,0
222,4843.290000000001,0.0,1,0
603,7174.470000000001,5011.49,1,0
1339,9884.65,4111.04,1,0
661,4050.7,0.0,1,0
3031,2192.26,0.0,2,0
1999,2525.42,0.0,2,0
1024,13445.319999999998,0.0,1,0
1487,14577.539999999995,0.0,0,0
1512,1517.5199999999998,122.88,1,0
410,12643.469999999996,0.0,1,0
778,3353.149999999999,1894.53,1,0
2314,6449.239999999998,146.09,2,0
1854,3923.250000000001,0.0,2,0
2632,811.6899999999999,8583.32,3,0
1266,1827.63,0.0,1,0
885,20576.9,5.0,0,0
233,1370.3299999999992,0.0,1,0
521,2165.1000000000004,0.0,1,0
759,6722.87,0.0,1,0
657,5534.74,0.0,1,0
2959,4252.31,0.0,2,0
509,40015.38999999999,5.55,0,0
699,1135.1600000000003,0.0,1,0
1155,2067.0799999999995,3.0,1,0
227,7060.059999999999,0.0,1,0
1062,3000.05,583.01,1,0
2377,1460.59,0.0,2,0
490,5592.000000000001,0.0,1,0
3105,7280.32,0.0,2,0
354,3761.06,0.0,1,0
2818,8020.459999999997,3.17,2,0
610,3409.5199999999995,0.0,1,0
761,6609.339999999999,0.0,1,0
630,5635.239999999999,27.64,1,0
2404,5690.879999999998,3407.09,2,0
616,12373.47,0.0,1,0
2553,1048.7099999999998,0.0,2,0
2616,28739.9,402.99000000000007,0,0
667,3709.02,0.0,1,0
2424,2889.51,0.0,2,0
707,4211.259999999999,4152.14,1,0
2743,18056.16,0.0,2,0
474,15399.840000000004,0.0,0,0
928,859.7799999999995,0.0,1,0
2602,74.89999999999999,1721.3200000000002,2,0
431,10797.929999999997,0.0,1,0
215,9361.509999999998,4.0,1,0
3200,19873.10000000001,0.0,2,0
566,8638.679999999998,450.52,1,0
745,2031.9300000000003,0.0,1,0
2189,10422.35,0.0,2,0
2868,12735.679999999998,917.49,2,0
483,6056.690000000003,0.0,1,0
1369,3141.06,132.8,1,0
2387,3821.62,0.0,2,0
801,6157.439999999999,0.0,1,0
319,2579.21,0.0,1,0
2812,8664.989999999998,0.0,2,0
2922,4233.49,0.0,2,0
2944,4353.229999999999,973.26,2,0
1108,809.9899999999999,13.75,1,0
447,6649.559999999999,1.0,1,0
2813,9145.66,0.0,2,0
2433,5589.869999999999,0.0,2,0
927,1607.64,0.0,1,0
670,4090.560000000001,0.0,1,0
236,40928.16,8157.37,0,0
1203,2751.61,0.0,1,0
471,9866.25,4225.27,1,0
2103,5023.330000000001,3330.9,2,0
1399,43930.900000000016,1246.7900000000002,0,0
733,9624.759999999998,0.0,1,0
922,8402.500000000002,0.0,1,0
1031,2405.5000000000005,64.28999999999999,1,0
2239,1989.8000000000004,0.0,2,0
386,2283.22,0.0,1,0
1041,5180.269999999999,0.0,1,0
1556,2955.820000000001,0.0,1,0
705,3354.629999999999,168.4,1,0
304,273.17,1721.0,1,0
410,5633.389999999999,0.0,1,0
227,4417.959999999998,0.0,1,0
326,13410.95,2.0,1,0
508,6923.9,0.0,1,0
1123,8244.569999999998,782.92,1,0
185,9284.879999999996,0.0,1,0
1384,6702.63,0.0,1,0
396,17207.070000000007,0.0,0,0
283,2238.34,0.0,1,0
879,10311.039999999995,4.0,1,0
947,3544.61,0.0,1,0
260,25562.369999999995,0.0,0,0
286,6971.3,2845.69,1,0
2934,1374.3700000000003,0.0,2,0
1685,7150.970000000002,0.0,2,0
587,8476.06,0.0,1,0
346,2839.5400000000004,402.31,1,0
1069,581.42,0.0,1,0
1201,5348.099999999999,1.0,1,0
918,1889.2000000000007,0.0,1,0
1281,3040.9099999999994,0.0,1,0
255,3837.559999999999,0.0,1,0
676,28769.33,0.0,0,0
754,1776.95,0.0,1,0
1395,13487.149999999998,0.0,1,0
1062,2313.86,0.0,1,0
479,5187.8,0.0,1,0
331,3022.2500000000014,0.0,1,0
2848,3360.23,0.0,2,0
778,2390.47,984.27,1,0
530,2930.2000000000003,0.0,1,0
1461,532.2800000000001,4768.5,1,0
1977,2726.9900000000007,0.0,2,0
495,7190.090000000001,0.0,1,0
889,699.7100000000002,562.39,1,0
346,2992.689999999999,1076.87,1,0
1400,7740.98,0.0,1,0
235,7663.759999999999,0.0,1,0
432,4731.200000000001,0.0,1,0
690,1356.4900000000002,0.0,1,0
3150,7520.419999999997,0.0,2,0
3651,9624.8,184.46,2,0
266,9567.39,0.0,1,0
1974,2499.78,0.0,2,0
384,1908.4,0.0,1,0
749,2540.24,0.0,1,0
2711,21506.209999999985,0.0,0,0
2179,39796.7,1714.14,0,0
490,1177.59,2002.8,1,0
496,58497.40000000003,796.3899999999999,0,0
1230,7245.509999999997,195.29,1,0
1952,2657.45,0.0,2,0
2225,7014.12,992.26,2,0
342,9562.709999999995,0.0,1,0
3651,1542.7200000000005,0.0,2,0
453,7741.880000000002,1917.03,1,0
582,585.6600000000001,175.32,1,0
230,1804.02,0.0,1,0
605,2704.609999999999,0.0,1,0
1528,2745.52,1849.38,1,0
3420,3358.269999999999,0.0,2,0
348,7538.079999999997,4148.31,1,0
495,1913.37,1231.9,1,0
1322,3745.8600000000006,0.0,1,0
1045,3057.2800000000016,6045.589999999999,3,0
434,26411.78,0.0,0,0
2251,8821.609999999999,0.0,2,0
296,7348.429999999999,0.0,1,0
3534,25050.66999999999,3.0,2,0
2838,8646.119999999999,4864.13,2,0
987,18005.79999999999,23826.77,3,0
1698,15185.449999999995,2.03,0,0
643,2160.5200000000004,0.0,1,0
3049,6282.759999999996,0.0,2,0
346,3930.99,0.0,1,0
875,4419.450000000001,0.0,1,0
1122,2773.9100000000003,5211.37,1,0
2762,2777.39,0.0,2,0
485,19967.120000000003,170.23000000000002,0,0
471,53.74,0.0,1,0
479,15923.769999999997,13378.18,3,0
808,30418.480000000003,4.26,0,0
711,7185.29,9374.579999999998,3,0
430,4293.17,0.0,1,0
481,18349.6,6054.15,0,0
343,652.1700000000001,0.0,1,0
2958,6329.78,0.0,2,0
1824,3833.21,0.0,2,0
318,9840.06,1.0,1,0
2600,2990.750000000001,0.0,2,0
595,11176.879999999996,0.0,1,0
2990,3134.05,0.0,2,0
1274,11217.290000000005,0.0,1,0
507,7452.309999999999,0.0,1,0
489,2271.37,2044.38,1,0
523,5785.330000000002,0.0,1,0
381,4996.39,157.44,1,0
1277,983.86,75.42,1,0
1419,14950.03,0.0,0,0
667,2450.9900000000016,552.46,1,0
2267,12875.329999999996,0.0,2,0
2156,2158.8300000000004,5460.13,2,0
243,12766.129999999996,1516.15,1,0
878,11104.259999999997,0.0,1,0
2279,3761.62,0.0,2,0
1307,1898.29,0.0,1,0
614,283.59,1093.46,1,0
2022,28211.74,0.0,0,0
3107,9108.04,4.14,2,0
1139,10491.7,9417.210000000005,3,0
1540,6829.279999999997,0.0,1,0
1885,39590.70000000001,1.03,0,0
443,1695.45,0.0,1,0
978,1724.0900000000004,926.62,1,0
796,2482.46,0.0,1,0
716,1462.56,14581.08,3,0
3618,8481.100000000002,2762.4400000000005,2,0
471,401.54,5735.639999999999,1,0
676,5683.860000000002,0.0,1,0
1591,3252.240000000001,0.0,1,0
215,2243.03,3355.23,1,0
511,1181.39,0.0,1,0
1123,17336.709999999992,614.81,0,0
2905,7599.180000000001,0.0,2,0
1574,2616.830000000001,0.0,1,0
388,6915.329999999997,0.0,1,0
729,9875.639999999998,0.0,1,0
1020,7322.359999999999,0.0,1,0
332,5031.270000000002,0.0,1,0
2517,3850.820000000001,0.0,2,0
366,2958.88,3.5,1,0
2070,2934.8299999999995,0.0,2,0
210,4411.86,669.46,1,0
1015,2120.6100000000006,0.0,1,0
3241,3414.6800000000003,0.0,2,0
2880,15582.689999999997,11936.83,3,0
287,5564.629999999998,0.0,1,0
2430,9150.16,0.0,2,0
1373,2214.5200000000004,3478.5,1,0
2343,2165.7000000000003,2072.98,2,0
1526,4592.470000000002,3822.37,1,0
790,18551.85,4.0,0,0
1155,11347.429999999998,0.0,1,0
454,5785.859999999998,0.0,1,0
366,5121.419999999997,3.0,1,0
497,9898.880000000005,2.0,1,0
2160,12920.82,6173.889999999999,3,0
1519,11316.919999999996,0.0,1,0
549,6835.569999999998,537.25,1,0
628,335.12,2755.76,1,0
1265,3175.750000000001,0.0,1,0
379,1592.27,0.0,1,0
288,655.18,760.96,1,0
521,9727.78,0.0,1,0
231,2452.2300000000005,666.7,1,0
3089,420.2799999999999,0.23,2,0
221,1940.9100000000003,267.09,1,0
2533,5261.14,1.0,2,0
2687,7907.999999999998,3401.96,2,0
673,1093.83,695.16,1,0
783,3604.900000000002,0.0,1,0
610,13.62,201.01,1,0
2600,7788.729999999999,0.0,2,0
1859,4108.420000000001,0.0,2,0
224,326.39,525.15,1,0
934,21137.94,1.6800000000000002,0,0
3380,2287.880000000001,0.0,2,0
998,10609.120000000004,3485.39,1,0
618,35555.59000000001,1.0,0,0
777,2974.250000000001,467.44000000000005,1,0
181,10257.429999999998,22.83,1,0
1461,2341.6900000000014,4494.74,1,0
306,344.2600000000001,5.56,1,0
986,9298.18,293.23,1,0
697,2538.3,4461.86,1,0
2297,9501.179999999998,13910.26,3,0
3651,11293.429999999998,0.0,2,0
2395,1846.61,0.0,2,0
206,820.09,0.0,1,0
1237,5524.730000000003,0.0,1,0
362,3634.0,0.0,1,0
652,7630.16,0.0,1,0
434,3437.13,0.0,1,0
241,1769.34,0.0,1,0
436,4601.430000000001,0.0,1,0
1218,4979.63,0.0,1,0
1293,0.0,0.0,1,1
2687,7117.119999999998,0.0,2,0
2293,9436.75,5081.77,2,0
284,1445.9599999999996,0.0,1,0
1240,18854.940000000013,0.0,0,0
1645,7414.270000000002,9495.77,3,0
934,8293.279999999997,0.0,1,0
210,13067.329999999998,0.0,1,0
530,769.8199999999997,0.0,1,0
1540,2029.7,29.8,1,0
1797,2780.7800000000007,735.4,2,0
2446,2643.13,906.35,2,0
3195,0.0,0.0,2,1
1977,3084.74,0.0,2,0
3075,11418.919999999996,0.0,2,0
379,4634.250000000001,0.0,1,0
835,17492.81,0.0,0,0
3274,3998.6800000000007,0.0,2,0
1032,10830.72,437.62,1,0
2946,6157.6500000000015,0.0,2,0
635,7670.009999999998,12619.589999999998,3,0
1066,3622.0099999999993,148.61,1,0
2438,5360.6,0.0,2,0
2225,8282.37,0.0,2,0
223,3799.219999999999,0.0,1,0
842,5076.740000000001,0.0,1,0
858,21564.75,1842.49,0,0
336,6426.4400000000005,2719.4,1,0
3510,8341.949999999999,0.0,2,0
303,8863.090000000002,8558.27,3,0
2903,19010.77,6.0,2,0
374,15057.010000000002,0.0,1,0
788,4627.700000000001,0.0,1,0
205,7026.210000000001,1076.16,1,0
332,24962.590000000004,0.0,0,0
534,6556.200000000002,0.0,1,0
718,3407.01,0.0,1,0
2007,3299.3600000000006,0.0,2,0
3651,2013.7000000000005,35.22,2,0
706,3975.3000000000006,0.0,1,0
1251,9305.779999999995,0.0,1,0
1997,7402.920000000001,12905.239999999998,3,0
2531,13171.35,334.67,2,0
373,196.47000000000008,3855.6,1,0
494,7578.239999999997,0.0,1,0
189,6399.319999999999,1.0,1,0
902,1251.75,5022.48,1,0
300,11358.630000000005,0.0,1,0
2679,13094.380000000005,1097.92,2,0
2466,8351.359999999999,0.0,2,0
786,760.9399999999999,0.0,1,0
505,3094.3500000000004,14772.71,3,0
1525,11812.139999999992,0.0,1,0
3566,4509.710000000001,3020.0,2,0
2349,8496.849999999999,6.0,2,0
1130,7239.39,0.0,1,0
742,279.36,0.0,1,0
2341,17761.730000000003,0.0,2,0
1160,6614.210000000002,0.0,1,0
939,4366.680000000001,0.0,1,0
655,2971.8300000000004,0.0,1,0
2844,8590.900000000001,0.0,2,0
981,8754.56,0.0,1,0
1935,5394.2,452.64,2,0
580,8707.1,0.0,1,0
676,2346.73,535.63,1,0
404,8897.339999999995,0.0,1,0
688,5826.02,0.0,1,0
318,25.610000000000003,3682.4699999999993,1,0
709,0.0,3122.62,1,0
894,281.3499999999999,5687.639999999999,1,0
658,8189.07,0.0,1,0
531,2745.190000000001,0.0,1,0
315,1375.5799999999997,0.0,1,0
384,4606.25,1222.29,1,0
2123,4874.629999999999,0.0,2,0
2385,7268.740000000001,0.0,2,0
544,5651.329999999998,10720.15,3,0
2380,5646.360000000001,0.0,2,0
188,2557.65,0.0,1,0
911,442.68,8544.99,3,0
1486,2112.3399999999992,0.0,1,0
2228,6861.75,1204.69,2,0
754,3929.140000000001,0.0,1,0
376,2062.51,0.0,1,0
2011,6857.399999999997,0.0,2,0
470,16907.800000000003,1.0,0,0
955,34448.59,0.0,0,0
2547,33725.450000000004,0.0,0,0
2439,897.0299999999997,0.0,2,0
2404,1902.09,0.0,2,0
1381,2666.070000000001,0.0,1,0
1258,15304.31,0.02,0,0
1926,4295.790000000001,3641.98,2,0
2179,2069.38,0.0,2,0
956,3390.95,0.0,1,0
613,59764.53000000001,799.45,0,0
535,3080.27,3452.69,1,0
2352,5169.169999999999,0.0,2,0
2305,21852.16,0.0,0,0
1946,5314.989999999998,129.31,2,0
2231,683.99,0.0,2,0
2495,5656.459999999999,768.3999999999999,2,0
196,2945.3299999999995,0.0,1,0
1137,10071.59,14.0,1,0
3090,4934.160000000002,0.0,2,0
778,7897.069999999997,1.0,1,0
1632,7108.389999999998,0.0,1,0
256,4080.0300000000007,0.0,1,0
2205,12929.130000000005,0.0,2,0
1343,22558.69000000001,248.07,0,0
481,13328.95,0.0,1,0
2212,1304.42,0.0,2,0
980,1412.66,17192.940000000002,3,0
311,433.35,3278.03,1,0
909,4982.249999999999,0.0,1,0
2891,786.4100000000003,0.0,2,0
2273,12837.780000000004,217.97,2,0
3263,9911.829999999996,8.0,2,0
1221,7441.19,0.0,1,0
189,2148.13,1186.9299999999998,1,0
1513,771.73,537.42,1,0
307,5251.7800000000025,0.0,1,0
3651,1391.26,0.0,2,0
321,1478.4,0.0,1,0
1242,13664.69,3255.51,1,0
2055,6292.819999999998,0.0,2,0
2596,3531.2600000000007,0.0,2,0
633,15438.37,2173.7200000000003,0,0
1522,3997.6800000000007,129.33,1,0
853,6357.189999999997,4452.12,1,0
940,3017.87,0.0,1,0
289,7896.110000000002,0.0,1,0
472,12986.800000000005,4.0,1,0
698,15493.159999999998,0.0,0,0
495,6228.4,1335.82,1,0
3651,6429.420000000002,0.0,2,0
493,9733.56,0.0,1,0
3651,13510.900000000003,0.0,2,0
250,4474.9400000000005,2432.46,1,0
250,183.52000000000004,0.0,1,0
1400,17037.510000000006,7131.189999999999,3,0
303,7120.24,0.0,1,0
2972,10361.45,481.36,2,0
2275,2988.36,0.0,2,0
714,36883.43999999999,1738.61,0,0
308,14436.320000000002,0.0,1,0
389,2690.770000000001,0.0,1,0
1159,5186.719999999999,1.0,1,0
847,7861.709999999999,466.77,1,0
3274,11594.559999999996,2368.14,2,0
1872,5363.299999999998,11530.1,3,0
791,1799.27,2034.12,1,0
391,12600.689999999991,0.0,1,0
1260,221.41000000000005,1471.9899999999998,1,0
2410,1950.76,426.6699999999999,2,0
675,8267.67,0.0,1,0
342,1853.01,0.0,1,0
456,1987.9400000000007,9063.490000000002,3,0
3334,3637.4300000000007,2958.89,2,0
823,8824.429999999998,4267.639999999999,1,0
241,3551.0200000000013,1196.51,1,0
2688,1710.31,0.0,2,0
699,1709.2199999999998,0.0,1,0
454,8892.530000000002,0.0,1,0
415,980.45,421.03,1,0
2507,8495.98,0.0,2,0
990,18411.489999999994,2340.19,0,0
520,3000.2200000000003,0.0,1,0
2800,3034.76,0.0,2,0
935,4984.55,13.82,1,0
1987,2637.110000000001,0.0,2,0
308,12132.340000000002,0.0,1,0
1965,6310.049999999998,290.89000000000004,2,0
388,2530.78,0.0,1,0
578,366.3399999999999,1.0,1,0
775,22450.960000000003,0.0,0,0
1289,10206.179999999998,6.0,1,0
1642,4192.88,0.0,1,0
839,8169.179999999998,4153.53,1,0
2800,11138.159999999998,42.29,2,0
2929,9382.239999999998,0.0,2,0
2601,8238.62,0.0,2,0
1251,14894.909999999996,1751.3199999999997,0,0
685,410.76,3273.99,1,0
421,4628.24,0.0,1,0
802,2117.15,23227.18,3,0
227,4647.650000000001,0.0,1,0
274,18509.11,474.08,0,0
3201,5714.41,0.0,2,0
302,0.0,104.09,1,0
3002,11006.29,0.0,2,0
2006,30029.52,11473.91,3,0
401,2217.7899999999995,87.89,1,0
184,17158.94,0.0,0,0
497,5100.89,0.0,1,0
829,2094.379999999999,2147.8,1,0
839,3302.239999999999,0.0,1,0
538,8439.739999999998,4.96,1,0
1494,3987.2200000000007,0.0,1,0
1249,3798.190000000001,0.0,1,0
478,2846.51,1959.55,1,0
2486,3386.77,1062.7,2,0
467,10684.059999999998,16.3,1,0
268,4503.680000000002,1.0,1,0
1493,12382.240000000003,0.0,1,0
